"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.770917514E0,-4.165999889E0,-6.729999781E-1,2.169999927E-1,4.225585527E0
4.775898975E0,-3.585999966E0,-8.439999819E-1,2.649999857E-1,3.693501958E0
4.780880281E0,-3.048000097E0,-1.351999998E0,3.560000062E-1,3.353348266E0
4.785861741E0,-2.569000006E0,-1.766999960E0,3.790000081E-1,3.140969738E0
4.790842973E0,-2.157999992E0,-2.128000021E0,3.829999864E-1,3.054838301E0
4.795824259E0,-1.921000004E0,-2.447000027E0,4.839999974E-1,3.148381512E0
4.800805721E0,-1.889999986E0,-2.690000057E0,5.090000033E-1,3.326752359E0
4.805787054E0,-1.822999954E0,-2.855000019E0,5.519999862E-1,3.432063217E0
4.810768285E0,-1.754999995E0,-3.098999977E0,7.279999852E-1,3.635080442E0
4.815749745E0,-1.432000041E0,-3.296999931E0,7.149999738E-1,3.664977166E0
4.820731054E0,-7.530000210E-1,-3.516999960E0,6.990000010E-1,3.664000375E0
4.825712514E0,-1.790000051E-1,-3.845000029E0,5.429999828E-1,3.887276065E0
4.830693824E0,3.050000072E-1,-4.185999870E0,6.060000062E-1,4.240619757E0
4.835675078E0,7.099999785E-1,-4.410999775E0,8.470000029E-1,4.547353955E0
4.840656538E0,1.044000030E0,-4.410999775E0,1.088000059E0,4.661609079E0
4.845637848E0,1.381999969E0,-4.314000130E0,1.200999975E0,4.686461562E0
4.850619307E0,1.764000058E0,-4.263999939E0,1.179999948E0,4.762960378E0
4.855600617E0,2.138999939E0,-4.434000015E0,1.190000057E0,5.064758337E0
4.860582062E0,2.451999903E0,-4.789999962E0,1.241000056E0,5.522362203E0
4.865563295E0,3.349999905E0,-5.322000027E0,1.166000009E0,6.395759507E0
4.870544601E0,4.076000214E0,-5.559999943E0,8.500000238E-1,6.946213151E0
4.875526033E0,4.622000217E0,-5.651000023E0,5.040000081E-1,7.317834603E0
4.880507343E0,4.941999912E0,-5.401000023E0,-1.250000000E-1,7.321870620E0
4.885488823E0,5.186999798E0,-5.129000187E0,-6.290000081E-1,7.321697264E0
4.890470055E0,5.554999828E0,-5.157999992E0,-1.031000018E0,7.650225360E0
4.895451361E0,6.072999954E0,-5.333000183E0,-1.202000022E0,8.171109071E0
4.900432819E0,6.385000229E0,-5.396999836E0,-1.093999982E0,8.431646999E0
4.905414128E0,6.413000107E0,-5.232999802E0,-8.100000024E-1,8.316667439E0
4.910395359E0,6.274000168E0,-5.011000156E0,-4.399999976E-1,8.041567053E0
4.915376833E0,6.216000080E0,-4.788000107E0,1.999999955E-2,7.846273129E0
4.920358142E0,6.271999836E0,-4.592999935E0,5.009999871E-1,7.790034104E0
4.925339592E0,6.388999939E0,-4.330999851E0,1.026000023E0,7.786498313E0
4.930320825E0,6.492000103E0,-3.855000019E0,1.300999999E0,7.661572390E0
4.935302130E0,6.546000004E0,-3.421999931E0,1.315000057E0,7.502627855E0
4.940283583E0,6.690999985E0,-2.948999882E0,1.126999974E0,7.398392396E0
4.945264893E0,6.605999947E0,-2.461999893E0,1.008999944E0,7.121710444E0
4.950246352E0,6.502999783E0,-2.117000103E0,7.829999924E-1,6.883588061E0
4.955227613E0,6.622000217E0,-1.996000051E0,4.120000005E-1,6.928538597E0
4.960208919E0,6.986999989E0,-2.007999897E0,3.099999949E-2,7.269882628E0
4.965190389E0,7.368999958E0,-2.178999901E0,-4.309999943E-1,7.696490235E0
4.970171699E0,7.797999859E0,-2.490999937E0,-9.940000176E-1,8.246327578E0
4.975153159E0,7.862999916E0,-2.532000065E0,-1.564000010E0,8.407371054E0
4.980134373E0,7.883999825E0,-2.500000000E0,-1.965000033E0,8.501098656E0
4.985115679E0,7.586999893E0,-2.400000095E0,-2.414000034E0,8.315645736E0
4.990097141E0,6.861000061E0,-2.105000019E0,-2.638999939E0,7.646480733E0
4.995078435E0,5.711999893E0,-1.715000033E0,-2.851000071E0,6.610322934E0
5.000059895E0,4.473000050E0,-1.467000008E0,-3.089999914E0,5.630978417E0
5.005041128E0,3.447000027E0,-1.476999998E0,-3.165999889E0,4.907840001E0
5.010022433E0,2.661999941E0,-1.621000051E0,-3.308000088E0,4.544969684E0
5.015003895E0,2.279000044E0,-1.809000015E0,-3.466000080E0,4.525425815E0
5.019985229E0,2.434999943E0,-1.983000040E0,-3.802000046E0,4.931198458E0
5.024966459E0,2.908999920E0,-2.010999918E0,-4.040999889E0,5.369923771E0
5.029947996E0,3.497999907E0,-1.842000008E0,-4.071000099E0,5.674681417E0
5.034929215E0,4.078000069E0,-1.511999965E0,-3.884999990E0,5.831762459E0
5.039910674E0,4.565000057E0,-1.108000040E0,-3.459000111E0,5.833658490E0
5.044891969E0,4.837999821E0,-7.480000257E-1,-2.911999941E0,5.696094272E0
5.049873200E0,4.742000103E0,-4.629999995E-1,-2.388000011E0,5.329491348E0
5.054854736E0,4.230000019E0,-2.930000126E-1,-1.937999964E0,4.662037433E0
5.059835979E0,3.404999971E0,-2.849999964E-1,-1.401999950E0,3.693352632E0
5.064817438E0,2.627000093E0,-4.749999940E-1,-8.059999943E-1,2.788618023E0
5.069798748E0,2.026000023E0,-8.140000105E-1,-2.430000007E-1,2.196888962E0
5.074779940E0,1.633999944E0,-1.172000051E0,2.980000079E-1,2.032816750E0
5.079761400E0,1.485999942E0,-1.498000026E0,6.629999876E-1,2.211734362E0
5.084742724E0,1.702999949E0,-1.957000017E0,7.870000005E-1,2.710982644E0
5.089724184E0,2.515000105E0,-2.720999956E0,8.470000029E-1,3.800851917E0
5.094705493E0,3.869999886E0,-3.299000025E0,3.619999886E-1,5.098170679E0
5.099686718E0,6.080999851E0,-4.559999943E0,4.939999878E-1,7.616836263E0
5.104668178E0,7.655000210E0,-5.501999855E0,-2.400000021E-2,9.427173840E0
5.109649488E0,9.137999535E0,-6.133999825E0,-4.990000129E-1,1.101716798E1
5.114630952E0,9.779000282E0,-5.947000027E0,-1.080999970E0,1.149626969E1
5.119612262E0,9.875000000E0,-5.412000179E0,-1.473999977E0,1.135685022E1
5.124593483E0,9.633999825E0,-4.948999882E0,-1.519000053E0,1.093681460E1
5.129574942E0,9.274999619E0,-4.776000023E0,-1.250000000E0,1.050705925E1
5.134556252E0,9.135000229E0,-5.066999912E0,-6.520000100E-1,1.046650951E1
5.139537464E0,9.496999741E0,-5.585000038E0,-9.099999815E-2,1.101787232E1
5.144518923E0,1.026500034E1,-6.229000092E0,2.419999987E-1,1.200954779E1
5.149500233E0,1.101299953E1,-6.727000237E0,3.449999988E-1,1.290959782E1
5.154481692E0,1.157400036E1,-6.947999954E0,2.419999987E-1,1.350150924E1
5.159463002E0,1.235400009E1,-7.291999817E0,1.159999967E-1,1.434601114E1
5.164444462E0,1.358399963E1,-7.952000141E0,-7.100000232E-2,1.574053345E1
5.169425694E0,1.538599968E1,-8.944000244E0,-6.620000005E-1,1.780905305E1
5.174407000E0,1.732200050E1,-9.690999985E0,-1.720000029E0,1.992299130E1
5.179388458E0,1.878000069E1,-9.850000381E0,-2.617000103E0,2.136725586E1
5.184369767E0,1.967399979E1,-9.567999840E0,-3.181999922E0,2.210741984E1
5.189351227E0,1.986000061E1,-9.142000198E0,-3.496000051E0,2.214086286E1
5.194332464E0,1.968899918E1,-8.734999657E0,-3.759999990E0,2.186537234E1
5.199313769E0,1.964500046E1,-8.524999619E0,-3.948999882E0,2.177604789E1
5.204295264E0,2.006500053E1,-8.420999527E0,-4.076000214E0,2.213890822E1
5.209276574E0,2.062400055E1,-8.414999962E0,-4.085999966E0,2.264634670E1
5.214258033E0,2.128400040E1,-8.453000069E0,-3.947999954E0,2.323894547E1
5.219239252E0,2.210799980E1,-8.529999733E0,-3.750999928E0,2.399155166E1
5.224220558E0,2.320599937E1,-8.628999710E0,-3.572999954E0,2.501488300E1
5.229202019E0,2.415600014E1,-8.718000412E0,-3.388999939E0,2.590369075E1
5.234183219E0,2.492700005E1,-8.753999710E0,-3.260999918E0,2.661995422E1
5.239164756E0,2.545599937E1,-8.600000381E0,-3.207999945E0,2.706028777E1
5.244145974E0,2.586800003E1,-8.307000160E0,-3.039999962E0,2.733864073E1
5.249127282E0,2.589800072E1,-8.545000076E0,-2.513000011E0,2.738683327E1
5.254108742E0,2.620100021E1,-8.592000008E0,-2.184999943E0,2.766024405E1
5.259090060E0,2.687500000E1,-8.836999893E0,-1.766999960E0,2.834573127E1
5.264071291E0,2.751499939E1,-9.225000381E0,-1.351999998E0,2.905174224E1
5.269052751E0,2.816099930E1,-9.765999794E0,-1.187999964E0,2.982998453E1
5.274034051E0,2.865999985E1,-1.036400032E1,-1.226999998E0,3.050104298E1
5.279015511E0,2.871599960E1,-1.084799957E1,-1.312999964E0,3.072477334E1
5.283996858E0,2.811000061E1,-1.118000031E1,-1.213000059E0,3.027599561E1
5.288978088E0,2.689900017E1,-1.136600018E1,-1.008000016E0,2.921914157E1
5.293959562E0,2.512599945E1,-1.146399975E1,-8.059999943E-1,2.762949103E1
5.298940872E0,2.300799942E1,-1.139200020E1,-7.170000076E-1,2.568384307E1
5.303922327E0,2.070100021E1,-1.119600010E1,-9.070000052E-1,2.355216502E1
5.308903637E0,1.841200066E1,-1.096700001E1,-9.129999876E-1,2.145018476E1
5.313885096E0,1.625399971E1,-1.073900032E1,-7.450000048E-1,1.949547792E1
5.318866333E0,1.425899982E1,-1.050899982E1,-7.689999938E-1,1.772990452E1
5.323847639E0,1.248099995E1,-1.025800037E1,-1.006999969E0,1.618690768E1
5.328829100E0,1.093099976E1,-9.878999710E0,-1.370000005E0,1.479723930E1
5.333810382E0,9.574999809E0,-9.338000298E0,-1.700000048E0,1.348216863E1
5.338791842E0,8.480999947E0,-8.755999565E0,-1.996000051E0,1.235228338E1
5.343773088E0,7.626999855E0,-8.267000198E0,-2.332000017E0,1.148706417E1
5.348754394E0,6.941999912E0,-7.699999809E0,-2.694999933E0,1.071188053E1
5.353735856E0,6.421999931E0,-7.122000217E0,-2.993000031E0,1.004604496E1
5.358717079E0,6.111000061E0,-6.640999794E0,-2.973000050E0,9.501890828E0
5.363698384E0,6.033999920E0,-6.229000092E0,-2.460999966E0,9.014772210E0
5.368679923E0,6.235000134E0,-5.885000229E0,-1.463999987E0,8.697801465E0
5.373661122E0,6.488999844E0,-5.705999851E0,-4.009999931E-1,8.650222787E0
5.378642582E0,6.719999790E0,-5.579999924E0,6.639999747E-1,8.759891112E0
5.383623901E0,6.820000172E0,-5.477000237E0,1.868999958E0,8.944444912E0
5.388605131E0,7.025000095E0,-5.396999836E0,2.763999939E0,9.279974635E0
5.393586591E0,7.085000038E0,-5.422999859E0,3.305999994E0,9.515029636E0
5.398567906E0,6.839000225E0,-5.611999989E0,3.982000113E0,9.701690206E0
5.403549365E0,6.368000031E0,-5.775000095E0,4.921000004E0,9.905467759E0
5.408530675E0,5.736999989E0,-5.869999886E0,5.934000015E0,1.012829816E1
5.413511872E0,4.921000004E0,-5.933000088E0,6.631000042E0,1.016793453E1
5.418493331E0,3.845000029E0,-6.068999767E0,7.120999813E0,1.011560289E1
5.423474656E0,2.428999901E0,-6.111999989E0,7.415999889E0,9.912297349E0
5.428456116E0,6.899999976E-1,-6.092000008E0,7.526999950E0,9.707949956E0
5.433437425E0,-1.075000048E0,-5.999000072E0,7.554999828E0,9.706783678E0
5.438418641E0,-2.533999920E0,-5.965000153E0,7.280000210E0,9.746834638E0
5.443400101E0,-3.463999987E0,-5.927000046E0,6.793000221E0,9.657819498E0
5.448381410E0,-3.742000103E0,-5.849999905E0,6.132999897E0,9.264920474E0
5.453362875E0,-3.447999954E0,-5.913000107E0,5.469999790E0,8.762030110E0
5.458344185E0,-2.848999977E0,-6.018000126E0,4.914999962E0,8.275889741E0
5.463325630E0,-2.032000065E0,-6.155000210E0,4.480999947E0,7.879873880E0
5.468306863E0,-1.179000020E0,-6.223999977E0,4.030000210E0,7.507937030E0
5.473288169E0,-4.420000017E-1,-6.263999939E0,3.582999945E0,7.229864995E0
5.478269644E0,4.600000009E-2,-6.303999901E0,3.223999977E0,7.080727830E0
5.483250877E0,2.590000033E-1,-6.363999844E0,2.999000072E0,7.039998327E0
5.488232183E0,2.380000055E-1,-6.407999992E0,2.884999990E0,7.031524220E0
5.493213625E0,8.000000380E-3,-6.541999817E0,2.878000021E0,7.147077006E0
5.498194935E0,-2.790000141E-1,-6.656000137E0,3.009999990E0,7.310285821E0
5.503176371E0,-4.350000024E-1,-6.850999832E0,3.096999884E0,7.531057826E0
5.508157604E0,-5.509999990E-1,-7.000999928E0,3.062999964E0,7.661564446E0
5.513138910E0,-6.280000210E-1,-7.176000118E0,2.950999975E0,7.784456473E0
5.518120396E0,-7.200000286E-1,-7.311999798E0,2.753999949E0,7.846544259E0
5.523101705E0,-8.339999914E-1,-7.452000141E0,2.505000114E0,7.905876780E0
5.528083165E0,-1.031999946E0,-7.481999874E0,2.187999964E0,7.863376491E0
5.533064474E0,-1.251999974E0,-7.410999775E0,2.068000078E0,7.795322054E0
5.538045705E0,-1.425999999E0,-7.293000221E0,1.927999973E0,7.677142185E0
5.543027194E0,-1.656000018E0,-7.251999855E0,1.689000010E0,7.628011470E0
5.548008503E0,-2.043999910E0,-7.181000233E0,1.610999942E0,7.638063942E0
5.552989734E0,-2.489000082E0,-7.008999825E0,1.715999961E0,7.633207439E0
5.557971189E0,-2.950999975E0,-6.723999977E0,1.802000046E0,7.560937820E0
5.562952499E0,-3.418999910E0,-6.446000099E0,1.835000038E0,7.523809062E0
5.567933958E0,-3.854000092E0,-6.135000229E0,1.776999950E0,7.459844056E0
5.572915282E0,-4.059999943E0,-5.902999878E0,1.605999947E0,7.342223296E0
5.577896741E0,-4.053999901E0,-5.794000149E0,1.379999995E0,7.204842324E0
5.582878003E0,-3.976000071E0,-5.657000065E0,1.156999946E0,7.010625876E0
5.587859309E0,-3.849999905E0,-5.489999771E0,8.460000157E-1,6.758573280E0
5.592840770E0,-3.780999899E0,-5.321000099E0,4.819999933E-1,6.545328585E0
5.597822094E0,-3.867000103E0,-5.250000000E0,1.030000001E-1,6.521257455E0
5.602803554E0,-4.164999962E0,-5.217000008E0,-2.700000107E-1,6.681108723E0
5.607784786E0,-4.501999855E0,-5.133999825E0,-5.960000157E-1,6.854281356E0
5.612766088E0,-4.744999886E0,-5.072000027E0,-9.530000091E-1,7.010593213E0
5.617747550E0,-4.881000042E0,-5.092000008E0,-1.332999945E0,7.178406114E0
5.622728878E0,-4.993999958E0,-5.090000153E0,-1.649000049E0,7.318971123E0
5.627710338E0,-5.219999790E0,-4.965000153E0,-1.779000044E0,7.420543476E0
5.632691648E0,-5.553999901E0,-4.739999771E0,-1.917000055E0,7.549132529E0
5.637672897E0,-5.932000160E0,-4.559999943E0,-2.213999987E0,7.802821369E0
5.642654357E0,-6.381999969E0,-4.414000034E0,-2.605999947E0,8.185631047E0
5.647635667E0,-6.788000107E0,-4.196000099E0,-2.813999891E0,8.461793998E0
5.652617164E0,-7.230000019E0,-3.894000053E0,-2.944000006E0,8.723718973E0
5.657598474E0,-7.603000164E0,-3.592999935E0,-3.144000053E0,8.977750072E0
5.662579705E0,-7.879000187E0,-3.229000092E0,-3.502000093E0,9.207013098E0
5.667561164E0,-7.881999969E0,-2.789000034E0,-3.911000013E0,9.230404423E0
5.672542474E0,-7.695000172E0,-2.401999950E0,-4.234000206E0,9.105459305E0
5.677523924E0,-7.386000156E0,-1.972000003E0,-4.480999947E0,8.861215653E0
5.682505157E0,-7.097000122E0,-1.508000016E0,-4.816999912E0,8.708901362E0
5.687486463E0,-6.651000023E0,-1.220999956E0,-5.309000015E0,8.597216024E0
5.692467891E0,-6.162000179E0,-1.054000020E0,-5.710999966E0,8.467389377E0
5.697449200E0,-5.765999794E0,-9.200000167E-1,-6.056000233E0,8.412389225E0
5.702430693E0,-5.423999786E0,-7.810000181E-1,-6.284999847E0,8.338522519E0
5.707411926E0,-5.138000011E0,-7.149999738E-1,-6.485000134E0,8.304546695E0
5.712393231E0,-4.901999950E0,-7.400000095E-1,-6.519999981E0,8.190702246E0
5.717374708E0,-4.797999859E0,-8.650000095E-1,-6.467000008E0,8.098834284E0
5.722356018E0,-4.828999996E0,-1.074000001E0,-6.362999916E0,8.059806753E0
5.727337477E0,-4.914000034E0,-1.302999973E0,-6.222000122E0,8.034829854E0
5.732318752E0,-5.033999920E0,-1.516000032E0,-6.097000122E0,8.050641079E0
5.737299983E0,-5.157999992E0,-1.692999959E0,-5.984000206E0,8.079571229E0
5.742281428E0,-5.263000011E0,-1.878999949E0,-5.916999817E0,8.138838784E0
5.747262738E0,-5.493999958E0,-2.108000040E0,-5.887000084E0,8.323729314E0
5.752244197E0,-5.573999882E0,-2.476999998E0,-5.998000145E0,8.554589962E0
5.757225473E0,-5.487999916E0,-2.858999968E0,-6.238999844E0,8.787328544E0
5.762206704E0,-5.309000015E0,-3.188999891E0,-6.629000187E0,9.071871083E0
5.767188163E0,-5.157999992E0,-3.348999977E0,-7.125999928E0,9.412791283E0
5.772169473E0,-5.052999973E0,-3.413000107E0,-7.630000114E0,9.767204319E0
5.777150933E0,-4.984000206E0,-3.414999962E0,-8.012000084E0,1.003467130E1
5.782132256E0,-5.033999920E0,-3.434999943E0,-8.199000359E0,1.021586936E1
5.787113716E0,-5.281000137E0,-3.522000074E0,-8.300999641E0,1.044988239E1
5.792094949E0,-5.800000191E0,-3.645999908E0,-8.484000206E0,1.090465850E1
5.797076249E0,-6.502999783E0,-3.549000025E0,-8.565999985E0,1.132522684E1
5.802057711E0,-7.315999985E0,-3.089999914E0,-8.479000092E0,1.161746090E1
5.807039021E0,-7.958000183E0,-2.312999964E0,-8.326999664E0,1.174813428E1
5.812020237E0,-8.239000320E0,-1.376000047E0,-8.270000458E0,1.175446341E1
5.817001697E0,-8.178000450E0,-3.729999959E-1,-8.440999985E0,1.175879675E1
5.821982988E0,-7.861999989E0,5.159999728E-1,-8.583999634E0,1.165171015E1
5.826964447E0,-7.367000103E0,1.167000055E0,-8.314999580E0,1.117021923E1
5.831945757E0,-6.553999901E0,1.422000051E0,-7.506000042E0,1.006563637E1
5.836926978E0,-5.462999821E0,1.396999955E0,-6.376999855E0,8.512467508E0
5.841908437E0,-4.426000118E0,1.424999952E0,-5.011000156E0,6.835950883E0
5.846889747E0,-3.459000111E0,1.549000025E0,-3.213000059E0,4.968646921E0
5.851871178E0,-2.586999893E0,1.682999969E0,-1.365000010E0,3.374652925E0
5.856852487E0,-1.949000001E0,1.764999986E0,4.050000012E-1,2.660423078E0
5.861833957E0,-1.825000048E0,1.868000031E0,2.164000034E0,3.391599245E0
5.866815190E0,-2.273999929E0,2.016000032E0,3.884999990E0,4.932398680E0
5.871796495E0,-3.127000093E0,2.157999992E0,5.065000057E0,6.331612680E0
5.876777947E0,-4.045000076E0,2.206000090E0,5.602000237E0,7.253335003E0
5.881759180E0,-4.830999851E0,2.209000111E0,5.578000069E0,7.702747939E0
5.886740716E0,-5.618999958E0,2.303999901E0,5.260000229E0,8.034250337E0
5.891721964E0,-6.526999950E0,2.426000118E0,4.847000122E0,8.484139032E0
5.896703272E0,-7.602000237E0,2.484999895E0,4.599999905E0,9.226355250E0
5.901684750E0,-8.869999886E0,2.480000019E0,4.284999847E0,1.015817512E1
5.906666060E0,-1.030200005E1,2.355000019E0,3.582000017E0,1.115831323E1
5.911647291E0,-1.178299999E1,2.151000023E0,2.638000011E0,1.226478430E1
5.916628702E0,-1.309300041E1,1.998999953E0,1.738000035E0,1.335826728E1
5.921610012E0,-1.413399982E1,1.927999973E0,9.150000215E-1,1.429420722E1
5.926591471E0,-1.510400009E1,1.843000054E0,1.369999945E-1,1.521664342E1
5.931572790E0,-1.617399979E1,1.756000042E0,-6.790000200E-1,1.628320749E1
5.936554250E0,-1.737000084E1,1.738000035E0,-1.460999966E0,1.751776510E1
5.941535512E0,-1.858099937E1,1.779999971E0,-2.187000036E0,1.879374648E1
5.946516818E0,-1.968700027E1,1.792000055E0,-2.805999994E0,1.996654402E1
5.951498280E0,-2.061499977E1,1.687999964E0,-3.344000101E0,2.095256300E1
5.956479604E0,-2.134499931E1,1.521000028E0,-3.813999891E0,2.173635277E1
5.961461064E0,-2.188100052E1,1.241000056E0,-4.280000210E0,2.233017391E1
5.966442374E0,-2.238999939E1,1.013000011E0,-4.839000225E0,2.292932980E1
5.971423628E0,-2.289200020E1,1.054000020E0,-5.372000217E0,2.353748023E1
5.976405088E0,-2.340900040E1,1.473999977E0,-5.928999901E0,2.419311917E1
5.981386398E0,-2.381599998E1,1.953999996E0,-6.342999935E0,2.472354383E1
5.986367861E0,-2.404199982E1,2.086999893E0,-6.765999794E0,2.506296225E1
5.991349171E0,-2.425200081E1,2.128999949E0,-6.939000130E0,2.531485546E1
5.996330630E0,-2.443000031E1,2.140000105E0,-7.076000214E0,2.552399448E1
6.001311849E0,-2.456200027E1,2.260999918E0,-7.171000004E0,2.568710219E1
6.006293155E0,-2.461800003E1,2.444000006E0,-7.038000107E0,2.572066304E1
6.011274617E0,-2.463500023E1,2.585999966E0,-6.730000019E0,2.566833716E1
6.016255931E0,-2.451799965E1,2.592000008E0,-6.216000080E0,2.542615637E1
6.021237162E0,-2.416099930E1,2.500999928E0,-5.497000217E0,2.490433495E1
6.026218698E0,-2.351099968E1,2.266999960E0,-4.763999939E0,2.409568613E1
6.031199931E0,-2.268300056E1,1.848000050E0,-4.191999912E0,2.314101299E1
6.036181391E0,-2.179100037E1,1.550999999E0,-3.451999903E0,2.211717887E1
6.041162720E0,-2.079500008E1,1.327000022E0,-2.582999945E0,2.099678180E1
6.046143950E0,-1.977099991E1,1.251999974E0,-1.906999946E0,1.990217551E1
6.051125410E0,-1.881800079E1,1.269000053E0,-1.481999993E0,1.891887520E1
6.056106720E0,-1.795400047E1,1.353999972E0,-1.118000031E0,1.803966111E1
6.061088179E0,-1.705400085E1,1.134999990E0,-7.950000167E-1,1.711020734E1
6.066069518E0,-1.697299957E1,1.077999949E0,-5.490000248E-1,1.701605711E1
6.071050977E0,-1.649600029E1,7.710000277E-1,-1.469999999E-1,1.651466244E1
6.076032210E0,-1.567500019E1,4.169999957E-1,1.759999990E-1,1.568153360E1
6.081013506E0,-1.518200016E1,2.730000019E-1,2.450000048E-1,1.518643088E1
6.085994967E0,-1.482499981E1,1.449999958E-1,2.029999942E-1,1.482709862E1
6.090976277E0,-1.464799976E1,-2.199999988E-2,1.140000001E-1,1.464845989E1
6.095957737E0,-1.465200043E1,-3.070000112E-1,5.200000107E-2,1.465530858E1
6.100939046E0,-1.469200039E1,-7.129999995E-1,1.529999971E-1,1.471008679E1
6.105920277E0,-1.458600044E1,-1.246000051E0,4.850000143E-1,1.464715502E1
6.110901732E0,-1.431900024E1,-1.812000036E0,8.399999738E-1,1.445761779E1
6.115883041E0,-1.390900040E1,-2.260999918E0,1.121000051E0,1.413609047E1
6.120864501E0,-1.344499969E1,-2.568000078E0,1.417999983E0,1.376129954E1
6.125845811E0,-1.294299984E1,-2.816999912E0,1.590000033E0,1.334109566E1
6.130827270E0,-1.235499954E1,-3.121000051E0,1.799999952E0,1.286960197E1
6.135808551E0,-1.167899990E1,-3.582999945E0,2.150000095E0,1.240400853E1
6.140789857E0,-1.099600029E1,-4.066999912E0,2.615999937E0,1.201232560E1
6.145771318E0,-1.034300041E1,-4.396999836E0,3.082999945E0,1.165401878E1
6.150752551E0,-9.881999969E0,-4.544000149E0,3.470000029E0,1.141677542E1
6.155734087E0,-9.630999565E0,-4.530000210E0,3.825999975E0,1.130996597E1
6.160715320E0,-9.493000031E0,-4.460999966E0,4.159999847E0,1.128375687E1
6.165696628E0,-9.352000237E0,-4.519999981E0,4.402999878E0,1.128169828E1
6.170678088E0,-9.100000381E0,-4.827000141E0,4.541999817E0,1.125787278E1
6.175659411E0,-8.833000183E0,-5.300000191E0,4.660999775E0,1.130649429E1
6.180640642E0,-8.458000183E0,-5.772999763E0,4.644000053E0,1.124419983E1
6.185622102E0,-7.986000061E0,-6.195000172E0,4.510000229E0,1.106771549E1
6.190603411E0,-7.454999924E0,-6.491000175E0,4.336999893E0,1.079442797E1
6.195584871E0,-6.745999813E0,-6.776000023E0,4.208000183E0,1.044652839E1
6.200566177E0,-6.080999851E0,-7.085999966E0,4.005000114E0,1.016021558E1
6.205547636E0,-5.741000175E0,-7.191999912E0,3.703000069E0,9.919483619E0
6.210528869E0,-5.535999775E0,-7.114999771E0,3.469000101E0,9.659424256E0
6.215510194E0,-5.183000088E0,-7.078999996E0,3.280999899E0,9.367000117E0
6.220491655E0,-4.419000149E0,-7.298999786E0,3.104000092E0,9.079525140E0
6.225472888E0,-3.430999994E0,-7.747000217E0,2.915999889E0,8.960514979E0
6.230454179E0,-2.480000019E0,-8.114999771E0,2.910000086E0,8.970603206E0
6.235435717E0,-1.884999990E0,-8.213000298E0,3.098999977E0,8.978329450E0
6.240416946E0,-1.531000018E0,-8.046999931E0,3.428999901E0,8.880101873E0
6.245398405E0,-1.169999957E0,-7.769999981E0,3.640000105E0,8.659757524E0
6.250379715E0,-7.580000162E-1,-7.611000061E0,3.660000086E0,8.479238561E0
6.255360936E0,-1.790000051E-1,-7.627999783E0,3.566999912E0,8.422702064E0
6.260342395E0,5.910000205E-1,-7.785999775E0,3.362999916E0,8.501814039E0
6.265323705E0,1.348000050E0,-7.913000107E0,3.203000069E0,8.642446660E0
6.270305179E0,1.776000023E0,-7.848999977E0,2.961999893E0,8.575221285E0
6.275286488E0,1.825999975E0,-7.618999958E0,2.405999899E0,8.195869190E0
6.280267943E0,1.616000056E0,-7.488999844E0,1.702999949E0,7.848361846E0
6.285249176E0,1.166000009E0,-7.455999851E0,7.070000172E-1,7.579666142E0
6.290230481E0,1.103000045E0,-7.554999828E0,-1.529999971E-1,7.636624942E0
6.295211934E0,1.358000040E0,-7.866000175E0,-1.141000032E0,8.063498245E0
6.300193244E0,1.802999973E0,-8.472999573E0,-1.822000027E0,8.852243487E0
6.305174703E0,2.265000105E0,-9.161999702E0,-2.078999996E0,9.664093595E0
6.310156042E0,2.658999920E0,-9.671999931E0,-2.148999929E0,1.025846304E1
6.315137273E0,2.884000063E0,-1.002700043E1,-2.147000074E0,1.065212670E1
6.320118732E0,2.918999910E0,-1.026200008E1,-2.066999912E0,1.086746037E1
6.325100042E0,2.819000006E0,-1.045499992E1,-1.807000041E0,1.097811612E1
6.330081502E0,2.973000050E0,-1.079500008E1,-1.259999990E0,1.126757986E1
6.335062796E0,3.440000057E0,-1.146899986E1,-4.679999948E-1,1.198292878E1
6.340044256E0,4.011000156E0,-1.206999969E1,4.329999983E-1,1.272637041E1
6.345025489E0,4.506999969E0,-1.218999958E1,1.478000045E0,1.308027609E1
6.350006780E0,5.022999763E0,-1.152099991E1,2.479000092E0,1.281051939E1
6.354988242E0,5.434999943E0,-1.053899956E1,3.101000071E0,1.225666910E1
6.359969528E0,5.513999939E0,-9.600999832E0,3.763000011E0,1.169374030E1
6.364950987E0,5.373000145E0,-8.637000084E0,4.480999947E0,1.111513660E1
6.369932220E0,5.195000172E0,-7.909999847E0,5.186999798E0,1.079171401E1
6.374913501E0,4.855000019E0,-7.671000004E0,5.473999977E0,1.060094062E1
6.379894962E0,4.613999844E0,-7.681000233E0,5.302000046E0,1.041143427E1
6.384876272E0,4.482999802E0,-7.594999790E0,4.818999767E0,1.005007800E1
6.389857503E0,4.486000061E0,-7.399000168E0,4.289000034E0,9.657376524E0
6.394838962E0,4.657000065E0,-7.403999805E0,3.345000029E0,9.364608263E0
6.399820276E0,4.907999992E0,-7.452000141E0,2.082999945E0,9.162950333E0
6.404801735E0,5.236000061E0,-7.466000080E0,7.129999995E-1,9.146869565E0
