"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.520410410E0,5.717999935E0,3.109999895E0,3.499399948E1,3.559420771E1
9.525391720E0,5.981999874E0,2.871999979E0,3.195800018E1,3.263964586E1
9.530373182E0,6.050000191E0,3.029999971E0,2.862100029E1,2.940994831E1
9.535354492E0,6.195000172E0,3.516999960E0,2.521599960E1,2.620293785E1
9.540335737E0,6.465000153E0,3.815999985E0,2.198399925E1,2.323046074E1
9.545317197E0,6.419000149E0,3.877000093E0,1.899099922E1,2.041795152E1
9.550298487E0,6.166999817E0,3.779000044E0,1.687599945E1,1.836061234E1
9.555279946E0,5.723999977E0,3.615999937E0,1.565600014E1,1.705725569E1
9.560261179E0,4.803999901E0,3.361999989E0,1.506000042E1,1.616122123E1
9.565242490E0,3.188999891E0,2.691999912E0,1.480500031E1,1.538195754E1
9.570223951E0,1.279000044E0,1.853999972E0,1.505599976E1,1.522354379E1
9.575205261E0,-4.850000143E-1,1.542000055E0,1.555599976E1,1.563976079E1
9.580186473E0,-1.651000023E0,1.837000012E0,1.626499939E1,1.645146119E1
9.585167932E0,-2.082999945E0,2.142999887E0,1.689999962E1,1.716220628E1
9.590149251E0,-1.957000017E0,2.450000048E0,1.773200035E1,1.800711486E1
9.595130711E0,-1.335999966E0,2.483999968E0,1.782099915E1,1.804281470E1
9.600111943E0,-3.200000152E-2,1.481999993E0,1.936599922E1,1.942264848E1
9.605093240E0,1.143000007E0,-7.400000095E-2,2.362000084E1,2.364775602E1
9.610074702E0,1.297000051E0,-8.610000014E-1,2.294199944E1,2.299475741E1
9.615056011E0,1.503999949E0,-2.325000048E0,2.138199997E1,2.156055574E1
9.620037218E0,2.049999952E0,-5.060999870E0,1.975499916E1,2.049576081E1
9.625018678E0,1.261999965E0,-9.291000366E0,2.014800072E1,2.222289955E1
9.630000006E0,3.429999948E-1,-1.130099964E1,2.050900078E1,2.341899560E1
9.634981466E0,-8.330000043E-1,-1.107800007E1,2.007999992E1,2.294825421E1
9.639962699E0,-2.092999935E0,-1.068200016E1,1.951099968E1,2.234199822E1
9.644943989E0,-3.391999960E0,-1.115100002E1,1.790800095E1,2.136695961E1
9.649925222E0,-4.464000225E0,-1.208800030E1,1.577999973E1,2.037290948E1
9.654906759E0,-5.118999958E0,-1.306599998E1,1.390299988E1,1.975393434E1
9.659888001E0,-5.251999855E0,-1.401900005E1,1.230099964E1,1.937602790E1
9.664869461E0,-4.934000015E0,-1.468900013E1,1.111900043E1,1.907205421E1
9.669850771E0,-4.741000175E0,-1.496000004E1,1.014500046E1,1.868688626E1
9.674832011E0,-5.081999779E0,-1.488399982E1,9.409999847E0,1.832780046E1
9.679813470E0,-5.513000011E0,-1.489700031E1,8.756999969E0,1.813832506E1
9.684794780E0,-5.487999916E0,-1.543500042E1,8.218000412E0,1.832738148E1
9.689775983E0,-5.364999771E0,-1.609000015E1,7.809000015E0,1.867222024E1
9.694757442E0,-5.736999989E0,-1.616099930E1,7.828000069E0,1.885122416E1
9.699738752E0,-6.118999958E0,-1.586100006E1,8.222000122E0,1.888424659E1
9.704720215E0,-5.998000145E0,-1.606399918E1,8.550000191E0,1.916065183E1
9.709701448E0,-5.633999825E0,-1.685899925E1,8.756999969E0,1.981547018E1
9.714682750E0,-5.552000046E0,-1.778899956E1,8.932999611E0,2.066571295E1
9.719664211E0,-5.637000084E0,-1.875499916E1,8.848999977E0,2.149024346E1
9.724645444E0,-5.485000134E0,-1.995800018E1,8.439999580E0,2.235264169E1
9.729626735E0,-4.900000095E0,-2.134399986E1,7.736999989E0,2.322579385E1
9.734608196E0,-4.323999882E0,-2.249900055E1,6.916999817E0,2.393213085E1
9.739589448E0,-4.127999783E0,-2.348800087E1,5.931000233E0,2.457444467E1
9.744570985E0,-4.796000004E0,-2.480800056E1,4.189000130E0,2.561222814E1
9.749552217E0,-5.545000076E0,-2.585400009E1,3.134000063E0,2.662702204E1
9.754533511E0,-5.614999771E0,-2.559799957E1,2.538000107E0,2.632920905E1
9.759514742E0,-5.462999821E0,-2.442799950E1,1.968999982E0,2.510873329E1
9.764496210E0,-5.227000237E0,-2.314599991E1,1.345000029E0,2.376694907E1
9.769477520E0,-4.789999962E0,-2.224699974E1,3.799999952E-1,2.275999774E1
9.774458980E0,-4.251999855E0,-2.179000092E1,-6.250000000E-1,2.220977865E1
9.779440213E0,-3.775000095E0,-2.150000000E1,-1.046000004E0,2.185394110E1
9.784421518E0,-3.561000109E0,-2.113999939E1,-9.869999886E-1,2.146053273E1
9.789402995E0,-3.549999952E0,-2.064299965E1,-7.239999771E-1,2.095853311E1
9.794384304E0,-3.627000093E0,-2.006599998E1,-4.769999981E-1,2.039674028E1
9.799365530E0,-3.680000067E0,-1.943799973E1,-7.900000364E-2,1.978343941E1
9.804346990E0,-3.611000061E0,-1.880699921E1,4.609999955E-1,1.915607114E1
9.809328290E0,-3.296999931E0,-1.830900002E1,9.250000119E-1,1.862646813E1
9.814309749E0,-2.832000017E0,-1.789900017E1,1.526000023E0,1.818579410E1
9.819290982E0,-2.311000109E0,-1.757399940E1,2.194000006E0,1.786056585E1
9.824272298E0,-1.901999950E0,-1.726799965E1,2.563999891E0,1.756062388E1
9.829253759E0,-1.674999952E0,-1.705299950E1,2.844000101E0,1.736947763E1
9.834235069E0,-1.587000012E0,-1.694000053E1,3.079999924E0,1.729070810E1
9.839216295E0,-1.299000025E0,-1.696199989E1,3.286000013E0,1.732612587E1
9.844197754E0,-7.720000148E-1,-1.718899918E1,3.387000084E0,1.753651751E1
9.849179064E0,-3.089999855E-1,-1.743400002E1,3.358000040E0,1.775713946E1
9.854160523E0,-2.010000050E-1,-1.768199921E1,3.176000118E0,1.796609233E1
9.859141756E0,-1.580000073E-1,-1.804100037E1,2.917999983E0,1.827614243E1
9.864123028E0,8.600000292E-2,-1.837199974E1,2.470999956E0,1.853762690E1
9.869104489E0,4.169999957E-1,-1.827400017E1,1.791000009E0,1.836629119E1
9.874085799E0,5.849999785E-1,-1.762100029E1,1.034000039E0,1.766100315E1
9.879067035E0,4.539999962E-1,-1.653000069E1,2.700000070E-2,1.653625616E1
9.884048494E0,8.100000024E-2,-1.550399971E1,-8.360000253E-1,1.552673385E1
9.889029843E0,-4.059999883E-1,-1.484500027E1,-1.501999974E0,1.492631478E1
9.894011074E0,-8.140000105E-1,-1.455700016E1,-1.871999979E0,1.469942970E1
9.898992610E0,-1.014999986E0,-1.453100014E1,-2.088999987E0,1.471543784E1
9.903973838E0,-1.037999988E0,-1.458899975E1,-2.194000006E0,1.478952310E1
9.908955298E0,-9.990000129E-1,-1.459500027E1,-2.328000069E0,1.481322443E1
9.913936531E0,-9.959999919E-1,-1.447500038E1,-2.569999933E0,1.473507895E1
9.918917840E0,-1.059999943E0,-1.434700012E1,-2.946000099E0,1.468464943E1
9.923899302E0,-1.041000009E0,-1.421599960E1,-3.401000023E0,1.465418462E1
9.928880627E0,-8.669999838E-1,-1.385499954E1,-3.897000074E0,1.441871391E1
9.933861857E0,-7.020000219E-1,-1.359599972E1,-4.467000008E0,1.432822743E1
9.938843317E0,-5.220000148E-1,-1.333399963E1,-5.072000027E0,1.427561608E1
9.943824632E0,-3.400000036E-1,-1.312800026E1,-5.709000111E0,1.431966037E1
9.948806091E0,-2.109999955E-1,-1.295199966E1,-6.284999847E0,1.439791788E1
9.953787324E0,-8.699999750E-2,-1.280500031E1,-6.780000210E0,1.448944459E1
9.958768644E0,1.159999967E-1,-1.276000023E1,-7.244999886E0,1.467382313E1
9.963750105E0,4.070000052E-1,-1.272700024E1,-7.683000088E0,1.487180804E1
9.968731415E0,7.450000048E-1,-1.262699986E1,-8.055000305E0,1.499597213E1
9.973712646E0,1.047999978E0,-1.250100040E1,-8.420999527E0,1.510915445E1
9.978694105E0,1.207000017E0,-1.244499969E1,-8.822999954E0,1.530294725E1
9.983675410E0,1.314000010E0,-1.242300034E1,-9.335000038E0,1.559486323E1
9.988656869E0,1.348000050E0,-1.240799999E1,-1.000000000E1,1.599298496E1
9.993638102E0,1.363999963E0,-1.254300022E1,-1.054500008E1,1.644336879E1
9.998619389E0,1.337000012E0,-1.288500023E1,-1.133800030E1,1.721514016E1
1.000360085E1,1.498999953E0,-1.310400009E1,-1.188199997E1,1.775228837E1
1.000858215E1,1.906000018E0,-1.283800030E1,-1.226399994E1,1.785644932E1
1.001356338E1,2.437000036E0,-1.237100029E1,-1.259000015E1,1.781821319E1
1.001854484E1,2.924999952E0,-1.205599976E1,-1.274300003E1,1.778445402E1
1.002352616E1,2.785000086E0,-1.227600002E1,-9.357000351E0,1.568470139E1
1.002850763E1,3.578999996E0,-1.273700047E1,-1.248499966E1,1.819108678E1
1.003348886E1,4.195000172E0,-1.268900013E1,-1.290499973E1,1.857815300E1
1.003847017E1,4.261000156E0,-1.249600029E1,-1.179399967E1,1.770323625E1
1.004345163E1,4.385000229E0,-1.257100010E1,-1.137199974E1,1.750944455E1
1.004843287E1,4.519000053E0,-1.295300007E1,-1.074400043E1,1.742512891E1
1.005341418E1,4.482999802E0,-1.358399963E1,-9.586999893E0,1.722013067E1
1.005839564E1,4.302999973E0,-1.417399979E1,-8.416000366E0,1.703664113E1
1.006337694E1,4.019000053E0,-1.447099972E1,-7.455999851E0,1.676765124E1
1.006835817E1,3.706000090E0,-1.438500023E1,-6.647999763E0,1.627447600E1
1.007333966E1,3.403000116E0,-1.437500000E1,-5.703000069E0,1.583493747E1
1.007832097E1,3.059000015E0,-1.456700039E1,-4.907000065E0,1.567270337E1
1.008330243E1,2.665999889E0,-1.479599953E1,-4.230000019E0,1.561800428E1
1.008828365E1,2.177000046E0,-1.510900021E1,-3.538000107E0,1.566967330E1
1.009326496E1,1.610000014E0,-1.545600033E1,-2.924999952E0,1.581251627E1
1.009824619E1,9.200000167E-1,-1.576500034E1,-2.411000013E0,1.597481007E1
1.010322773E1,3.129999936E-1,-1.600399971E1,-1.899000049E0,1.611931068E1
1.010820896E1,-2.220000029E-1,-1.618700027E1,-1.483999968E0,1.625639929E1
1.011319044E1,-7.279999852E-1,-1.627599907E1,-1.182000041E0,1.633509271E1
1.011817175E1,-1.172000051E0,-1.635700035E1,-9.330000281E-1,1.642545383E1
1.012315298E1,-1.592000008E0,-1.664200020E1,-8.389999866E-1,1.673901298E1
1.012813442E1,-1.991000056E0,-1.715800095E1,-7.829999924E-1,1.729086946E1
1.013311573E1,-2.385999918E0,-1.772299957E1,-6.610000134E-1,1.789510074E1
1.013809696E1,-2.766000032E0,-1.821500015E1,-5.730000138E-1,1.843272405E1
1.014307841E1,-3.138000011E0,-1.855400085E1,-5.600000024E-1,1.882582247E1
1.014805972E1,-3.437000036E0,-1.887199974E1,-6.219999790E-1,1.919250446E1
1.015304118E1,-3.621000051E0,-1.937199974E1,-7.260000110E-1,1.972087958E1
1.015802240E1,-3.700000048E0,-2.005599976E1,-8.230000138E-1,2.041103759E1
1.016300371E1,-3.801000118E0,-2.079899979E1,-8.529999852E-1,2.116066169E1
1.016798515E1,-4.057000160E0,-2.163999939E1,-9.039999843E-1,2.203556307E1
1.017296646E1,-4.296999931E0,-2.263899994E1,-9.850000143E-1,2.306423100E1
1.017794769E1,-4.392000198E0,-2.375499916E1,-1.100000024E0,2.418263118E1
1.018292915E1,-4.381999969E0,-2.493600082E1,-1.177000046E0,2.534544121E1
1.018791046E1,-4.397999763E0,-2.602499962E1,-8.429999948E-1,2.640745455E1
1.019289192E1,-4.080999851E0,-2.700499916E1,-8.379999995E-1,2.732447224E1
1.019787315E1,-3.535000086E0,-2.785899925E1,-5.329999924E-1,2.808743765E1
1.020285445E1,-2.617000103E0,-2.898800087E1,-5.210000277E-1,2.911055350E1
1.020783591E1,-1.912999988E0,-3.045700073E1,2.010000050E-1,3.051768116E1
1.021281722E1,-1.496999979E0,-3.230799866E1,7.409999967E-1,3.235114939E1
1.021779868E1,-1.157999992E0,-3.388499832E1,6.119999886E-1,3.391030255E1
1.022277993E1,-1.034000039E0,-3.487099838E1,5.000000000E-1,3.488990806E1
1.022776123E1,-1.090000033E0,-3.515499878E1,6.869999766E-1,3.517860157E1
1.023274269E1,-1.082999945E0,-3.523600006E1,2.290000021E-1,3.525338324E1
1.023772400E1,-1.225000024E0,-3.574599838E1,-6.570000052E-1,3.577301601E1
1.024270523E1,-1.753999949E0,-3.699599838E1,-1.294000030E0,3.706015176E1
1.024768668E1,-2.900000095E0,-3.813399887E1,-8.550000191E-1,3.825366512E1
1.025266792E1,-4.387000084E0,-3.866299820E1,4.480000138E-1,3.891367245E1
1.025764922E1,-5.303999901E0,-3.858399963E1,1.952000022E0,3.899574011E1
1.026263068E1,-7.745999813E0,-3.798899841E1,6.064000130E0,3.924202608E1
1.026761199E1,-1.039799976E1,-3.726699829E1,9.550999641E0,3.985184004E1
1.027259345E1,-1.291800022E1,-3.556299973E1,1.390999985E1,4.031240225E1
1.027757471E1,-1.482299995E1,-3.317200089E1,1.870899963E1,4.086721960E1
1.028255601E1,-1.593400002E1,-3.007900047E1,2.311499977E1,4.114537447E1
1.028753748E1,-1.580500031E1,-2.662100029E1,2.666699982E1,4.086079503E1
1.029251871E1,-1.422200012E1,-2.368700027E1,2.910700035E1,4.013174229E1
1.029750000E1,-1.133800030E1,-2.203100014E1,3.086400032E1,3.957905675E1
1.030248146E1,-7.662000179E0,-2.145999908E1,3.170599937E1,3.904495107E1
1.030746275E1,-4.352000237E0,-2.091200066E1,3.174500084E1,3.826221054E1
1.031244398E1,-2.174999952E0,-1.983900070E1,3.121199989E1,3.704734148E1
1.031742544E1,-1.139999986E0,-1.877199936E1,3.023299980E1,3.560508162E1
1.032240674E1,-1.514000058E0,-1.774600029E1,2.932900047E1,3.431330633E1
1.032738820E1,-2.871000051E0,-1.593299961E1,2.915500069E1,3.334842100E1
1.033236944E1,-4.330999851E0,-1.379699993E1,2.951199913E1,3.286446195E1
1.033735077E1,-6.086999893E0,-1.236600018E1,3.039299965E1,3.337220334E1
1.034233223E1,-7.521999836E0,-1.044099998E1,3.306200027E1,3.547803298E1
1.034731356E1,-7.816999912E0,-7.995999813E0,3.609400177E1,3.778648521E1
1.035229501E1,-6.696000099E0,-5.727000237E0,3.853400040E1,3.952852306E1
1.035727625E1,-4.386000156E0,-4.333000183E0,3.970500183E1,4.018082949E1
1.036225756E1,-1.983000040E0,-3.408999920E0,3.972499847E1,3.992028398E1
1.036723902E1,-3.700000048E-1,-2.463000059E0,3.928699875E1,3.936586770E1
1.037222033E1,4.379999936E-1,-1.361999989E0,3.854499817E1,3.857154096E1
1.037720156E1,6.890000105E-1,-1.200000010E-2,3.756900024E1,3.757531962E1
1.038218302E1,7.779999971E-1,1.445999980E0,3.698300171E1,3.701943564E1
1.038716433E1,8.190000057E-1,2.650000095E0,3.650500107E1,3.661022213E1
1.039214579E1,5.479999781E-1,3.095999956E0,3.574499893E1,3.588301086E1
1.039712702E1,2.630000114E-1,3.005000114E0,3.483300018E1,3.496336792E1
1.040210835E1,4.149999917E-1,2.938999891E0,3.402299881E1,3.415222384E1
1.040708958E1,1.179999948E0,3.092000008E0,3.362599945E1,3.378846997E1
1.041207104E1,2.367000103E0,3.029999971E0,3.317699814E1,3.339905380E1
1.041705238E1,3.388999939E0,2.575999975E0,3.250099945E1,3.277859152E1
1.042203384E1,3.779000044E0,2.232000113E0,3.072400093E1,3.103589694E1
1.042701516E1,3.809999943E0,2.200000048E0,2.838899994E1,2.872788571E1
1.043199639E1,3.323999882E0,2.252000093E0,2.621100044E1,2.651673102E1
1.043697785E1,2.543999910E0,2.381999969E0,2.407900047E1,2.432990183E1
1.044195914E1,1.463999987E0,2.440000057E0,2.199799919E1,2.218127284E1
1.044694037E1,-3.200000152E-2,2.381999969E0,2.046299934E1,2.060119632E1
1.045192183E1,-1.685999990E0,2.306999922E0,1.947999954E1,1.968845415E1
1.045690314E1,-2.980000019E0,2.108000040E0,1.872400093E1,1.907648487E1
1.046188460E1,-3.539999962E0,1.526999950E0,1.811300087E1,1.851875074E1
1.046686590E1,-3.276999950E0,5.889999866E-1,1.765299988E1,1.796424377E1
1.047184713E1,-2.763999939E0,-1.519999951E-1,1.753800011E1,1.775511891E1
1.047682859E1,-2.173000097E0,-2.969999909E-1,1.724699974E1,1.738588906E1
1.048180989E1,-1.669000030E0,-2.080000043E-1,1.735899925E1,1.744028899E1
1.048679112E1,-6.740000248E-1,-2.579999864E-1,1.841399956E1,1.842813663E1
1.049177258E1,-5.870000124E-1,-2.399999946E-1,2.106100082E1,2.107054638E1
1.049675387E1,-9.390000105E-1,-3.869999945E-1,2.201700020E1,2.204041260E1
1.050173510E1,-1.215999961E0,-7.229999900E-1,2.120000076E1,2.124715080E1
1.050671656E1,-1.031000018E0,-1.774999976E0,2.156299973E1,2.166048345E1
1.051169787E1,-7.400000095E-1,-4.182000160E0,2.185199928E1,2.226087595E1
1.051667933E1,-1.167000055E0,-7.119999886E0,2.235400009E1,2.348952123E1
1.052166066E1,-2.007999897E0,-9.225000381E0,2.296299934E1,2.482804935E1
1.052664189E1,-3.392999887E0,-1.042000008E1,2.347299957E1,2.590502960E1
1.053162335E1,-5.334000111E0,-1.128999996E1,2.325399971E1,2.639439635E1
1.053660465E1,-7.418000221E0,-1.191399956E1,2.189100075E1,2.600357719E1
1.054158610E1,-8.585000038E0,-1.234099960E1,2.038699913E1,2.533046052E1
1.054656732E1,-9.112999916E0,-1.248600006E1,1.890999985E1,2.442406721E1
1.055154862E1,-8.578000069E0,-1.296300030E1,1.725300026E1,2.322256402E1
1.055653009E1,-6.539999962E0,-1.439299965E1,1.523700047E1,2.195668968E1
1.056151141E1,-3.905999899E0,-1.600300026E1,1.310900021E1,2.105228584E1
1.056649264E1,-1.802000046E0,-1.688999939E1,1.117099953E1,2.033003969E1
1.057147410E1,-7.350000143E-1,-1.716200066E1,9.829000473E0,1.979100154E1
1.057645537E1,-6.510000229E-1,-1.703899956E1,9.010999680E0,1.928599031E1
1.058143683E1,-1.151000023E0,-1.680500031E1,8.319000244E0,1.878666020E1
1.058641816E1,-1.996999979E0,-1.674500084E1,7.739999771E0,1.855507096E1
1.059139939E1,-3.138999939E0,-1.671800041E1,7.475999832E0,1.858051215E1
1.059638085E1,-4.308000088E0,-1.674099922E1,7.899000168E0,1.900563399E1
1.060136217E1,-5.013000011E0,-1.704800034E1,8.593999863E0,1.973882768E1
1.060634363E1,-5.302999973E0,-1.761499977E1,9.078000069E0,2.051390043E1
1.061132486E1,-5.839000225E0,-1.823399925E1,9.786999702E0,2.150251184E1
1.061630615E1,-6.433000088E0,-1.885700035E1,1.056400013E1,2.255145341E1
1.062128761E1,-6.769000053E0,-1.963299942E1,1.085499954E1,2.343299048E1
1.062626883E1,-6.649000168E0,-2.066600037E1,1.067199993E1,2.419058405E1
1.063125014E1,-5.919000149E0,-2.232299995E1,1.042199993E1,2.533710663E1
1.063623160E1,-4.981999874E0,-2.414399910E1,9.708000183E0,2.649525019E1
1.064121291E1,-3.736000061E0,-2.564399910E1,8.692999840E0,2.733387335E1
1.064619437E1,-2.301000118E0,-2.660400009E1,7.243000031E0,2.766818519E1
1.065117568E1,-1.350000024E0,-2.682600021E1,5.224999905E0,2.736343201E1
1.065615693E1,-1.465999961E0,-2.621999931E1,3.220000029E0,2.645762499E1
1.066113838E1,-2.661000013E0,-2.464999962E1,1.615000010E0,2.484575673E1
1.066611963E1,-4.235000134E0,-2.254700089E1,3.790000081E-1,2.294441361E1
1.067110093E1,-5.145999908E0,-2.092600060E1,-2.060000002E-1,2.155043508E1
1.067608239E1,-5.125000000E0,-2.023999977E1,-4.199999943E-2,2.087881653E1
1.068106368E1,-4.547999859E0,-2.013500023E1,7.070000172E-1,2.065435513E1
1.068604492E1,-3.836999893E0,-2.004299927E1,1.707999945E0,2.047832150E1
1.069102638E1,-3.200000048E0,-1.978800011E1,2.510999918E0,2.020173431E1
1.069600768E1,-2.566999912E0,-1.943799973E1,2.940999985E0,1.982611416E1
1.070098914E1,-1.930999994E0,-1.917099953E1,3.002000093E0,1.950046124E1
1.070597043E1,-1.452000022E0,-1.874099922E1,2.750000000E0,1.899725917E1
1.071095166E1,-1.417000055E0,-1.820299911E1,2.575000048E0,1.843875514E1
1.071593312E1,-1.730999947E0,-1.755400085E1,2.483999968E0,1.781318508E1
1.072091445E1,-1.907999992E0,-1.695999908E1,2.466000080E0,1.724422191E1
1.072589591E1,-1.567999959E0,-1.672500038E1,2.543999910E0,1.698988514E1
1.073087714E1,-6.299999952E-1,-1.688599968E1,2.714999914E0,1.711447077E1
1.073585843E1,4.889999926E-1,-1.715800095E1,2.862999916E0,1.740209430E1
1.074083989E1,1.299000025E0,-1.711599922E1,2.905999899E0,1.740947058E1
1.074582122E1,1.351999998E0,-1.620599937E1,2.709000111E0,1.648638836E1
1.075080268E1,1.300999999E0,-1.527600002E1,2.257999897E0,1.549668807E1
1.075578392E1,1.026999950E0,-1.432499981E1,1.904000044E0,1.448742781E1
1.076076523E1,7.170000076E-1,-1.367000008E1,1.733999968E0,1.379817912E1
1.076574669E1,4.399999976E-1,-1.338099957E1,1.702000022E0,1.349598286E1
1.077072793E1,1.780000031E-1,-1.325899982E1,1.873999953E0,1.339196163E1
1.077570921E1,-1.599999964E-1,-1.323600006E1,1.853000045E0,1.336603557E1
1.078069067E1,-5.270000100E-1,-1.336299992E1,1.694000006E0,1.348024969E1
1.078567194E1,-7.189999819E-1,-1.342800045E1,1.483999968E0,1.352887331E1
1.079065325E1,-7.659999728E-1,-1.330399990E1,1.169999957E0,1.337729678E1
1.079563471E1,-7.049999833E-1,-1.297900009E1,7.170000076E-1,1.301789374E1
1.080061601E1,-6.710000038E-1,-1.268200016E1,9.200000018E-2,1.270007217E1
1.080559747E1,-7.080000043E-1,-1.242000008E1,-6.570000052E-1,1.245750035E1
1.081057869E1,-7.160000205E-1,-1.212699986E1,-1.218999982E0,1.220912538E1
1.081555999E1,-6.159999967E-1,-1.183300018E1,-1.644000053E0,1.196252839E1
1.082054145E1,-4.379999936E-1,-1.163099957E1,-1.932999969E0,1.179866449E1
1.082552276E1,-2.440000027E-1,-1.156700039E1,-2.296999931E0,1.179539074E1
1.083050422E1,-1.199999973E-1,-1.155799961E1,-2.813999891E0,1.189623261E1
1.083548545E1,-8.600000292E-2,-1.146700001E1,-3.502000093E0,1.199014136E1
1.084046674E1,-1.930000037E-1,-1.130700016E1,-4.330999851E0,1.210962680E1
1.084544820E1,-3.829999864E-1,-1.120600033E1,-5.113999844E0,1.232372211E1
1.085042944E1,-4.900000095E-1,-1.128499985E1,-5.800000191E0,1.269768970E1
1.085541073E1,-4.959999919E-1,-1.143200016E1,-6.481999874E0,1.315115835E1
1.086039219E1,-4.390000105E-1,-1.151399994E1,-7.245999813E0,1.361137131E1
1.086537350E1,-4.659999907E-1,-1.161299992E1,-8.199000359E0,1.422330939E1
1.087035496E1,-6.029999852E-1,-1.185900021E1,-9.230999947E0,1.504030767E1
1.087533620E1,-7.239999771E-1,-1.209000015E1,-1.020300007E1,1.583646078E1
1.088031750E1,-7.659999728E-1,-1.210599995E1,-1.103199959E1,1.639655469E1
1.088529896E1,-6.140000224E-1,-1.203299999E1,-1.206000042E1,1.704739555E1
1.089028019E1,-3.089999855E-1,-1.196000004E1,-1.335599995E1,1.793097366E1
1.089526152E1,1.700000092E-2,-1.201799965E1,-1.390600014E1,1.837959315E1
1.090024298E1,-3.619999886E-1,-1.258899975E1,-1.058699989E1,1.645291845E1
1.090522429E1,7.500000000E-1,-1.305200005E1,-1.565699959E1,2.039752047E1
1.091020575E1,1.366000056E0,-1.304699993E1,-1.677400017E1,2.129453557E1
1.091518698E1,1.695000052E0,-1.277600002E1,-1.602700043E1,2.056608724E1
1.092016832E1,1.914999962E0,-1.263500023E1,-1.564000034E1,2.019703113E1
1.092514978E1,2.266999960E0,-1.301000023E1,-1.526599979E1,2.018539434E1
1.093013109E1,2.585000038E0,-1.388500023E1,-1.407999992E1,1.994296504E1
1.093511232E1,2.710999966E0,-1.469600010E1,-1.256299973E1,1.952308638E1
1.094009378E1,2.667000055E0,-1.510400009E1,-1.123099995E1,1.900997285E1
1.094507510E1,2.559000015E0,-1.533500004E1,-1.000199986E1,1.848650071E1
1.095005656E1,2.529999971E0,-1.567000008E1,-8.911000252E0,1.820317906E1
1.095503787E1,2.546999931E0,-1.611199951E1,-8.046999931E0,1.818895117E1
1.096001911E1,2.486000061E0,-1.660700035E1,-7.328000069E0,1.832136027E1
1.096500057E1,2.344000101E0,-1.696699905E1,-6.623000145E0,1.836402800E1
1.096998188E1,2.095999956E0,-1.726300049E1,-5.821000099E0,1.833816904E1
1.097496333E1,1.748999953E0,-1.767700005E1,-5.152999878E0,1.849564109E1
1.097994456E1,1.342000008E0,-1.822599983E1,-4.658999920E0,1.885985987E1
1.098492588E1,8.669999838E-1,-1.876499939E1,-4.258999825E0,1.926177486E1
1.098990734E1,3.449999988E-1,-1.927799988E1,-3.996999979E0,1.969102113E1
1.099488865E1,-2.509999871E-1,-1.981699944E1,-3.786999941E0,2.017716125E1
1.099987012E1,-8.249999881E-1,-2.039699936E1,-3.523000002E0,2.071544682E1
1.100485135E1,-1.320999980E0,-2.094599915E1,-3.111000061E0,2.121693292E1
1.100983265E1,-1.828999996E0,-2.159399986E1,-2.622999907E0,2.182948006E1
1.101481387E1,-2.339999914E0,-2.237500000E1,-2.098999977E0,2.259473446E1
1.101979533E1,-2.812999964E0,-2.321599960E1,-1.616999984E0,2.344163594E1
1.102477668E1,-3.335999966E0,-2.413299942E1,-1.199000001E0,2.439196912E1
1.102975814E1,-3.930999994E0,-2.502400017E1,-7.659999728E-1,2.534245650E1
1.103473934E1,-4.524000168E0,-2.571100044E1,-3.540000021E-1,2.610837868E1
1.103972065E1,-5.067999840E0,-2.640500069E1,1.899999939E-2,2.688696793E1
1.104470212E1,-5.573999882E0,-2.731500053E1,2.770000100E-1,2.787930160E1
1.104968343E1,-5.863999844E0,-2.813599968E1,4.959999919E-1,2.874486020E1
1.105466489E1,-6.052999973E0,-2.885899925E1,1.570000052E0,2.952872410E1
1.105964613E1,-6.289000034E0,-2.959199905E1,3.105999947E0,3.041192472E1
1.106462744E1,-6.145999908E0,-3.055200005E1,3.193000078E0,3.132719699E1
1.106960890E1,-6.017000198E0,-3.167200089E1,4.685999870E0,3.257727009E1
1.107459022E1,-6.001999855E0,-3.256800079E1,6.219999790E0,3.369550527E1
1.107957145E1,-6.045000076E0,-3.309600067E1,6.553999901E0,3.427597119E1
1.108455291E1,-6.655000210E0,-3.322299957E1,7.125000000E0,3.462401411E1
1.108953422E1,-6.804999828E0,-3.323400116E1,7.953999996E0,3.484354993E1
1.109451568E1,-6.768000126E0,-3.303400040E1,7.784999847E0,3.460718467E1
1.109949699E1,-6.716000080E0,-3.278900146E1,7.709000111E0,3.434606174E1
1.110447822E1,-6.617000103E0,-3.274700165E1,7.649000168E0,3.427328421E1
1.110945968E1,-6.479000092E0,-3.295600128E1,7.690000057E0,3.445593655E1
1.111444100E1,-6.539000034E0,-3.294800186E1,8.406999588E0,3.462668032E1
1.111942246E1,-6.932000160E0,-3.234400177E1,9.744000435E0,3.448380230E1
1.112440377E1,-7.769000053E0,-3.129599953E1,1.202000046E1,3.441333113E1
1.112938500E1,-8.479999542E0,-2.992399979E1,1.472200012E1,3.441065886E1
1.113436646E1,-8.220999718E0,-2.838999939E1,1.728000069E1,3.423704610E1
1.113934778E1,-7.341000080E0,-2.678300095E1,1.967700005E1,3.403533095E1
1.114432901E1,-6.114999771E0,-2.480900002E1,2.223900032E1,3.387407326E1
1.114931047E1,-4.750000000E0,-2.274900055E1,2.420599937E1,3.355607146E1
