"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.359748865E0,-1.597000003E0,-4.440000057E-1,2.290000021E-1,1.673315874E0
4.364730326E0,-1.626000047E0,-4.309999943E-1,-4.199999869E-1,1.733792703E0
4.369711559E0,-1.661000013E0,-3.980000019E-1,-8.909999728E-1,1.926449064E0
4.374692837E0,-1.728999972E0,-4.029999971E-1,-1.205999970E0,2.146225951E0
4.379674070E0,-1.782999992E0,-5.410000086E-1,-1.263000011E0,2.250986231E0
4.384655529E0,-1.634999990E0,-7.189999819E-1,-1.064000010E0,2.079009852E0
4.389636834E0,3.200000152E-2,-4.920000136E-1,-4.629999995E-1,6.763556853E-1
4.394618065E0,-3.799999878E-2,-4.320000112E-1,-1.840000004E-1,4.710881125E-1
4.399599524E0,-7.299999893E-2,-3.569999933E-1,-6.899999827E-2,3.708625013E-1
4.404580829E0,-1.609999985E-1,-6.169999838E-1,8.799999952E-2,6.437033318E-1
4.409562060E0,-2.269999981E-1,-8.349999785E-1,1.729999930E-1,8.824301450E-1
4.414543519E0,-2.119999975E-1,-9.969999790E-1,1.879999936E-1,1.036482974E0
4.419524771E0,-1.000000015E-1,-1.128000021E0,1.809999943E-1,1.146797735E0
4.424506077E0,8.299999684E-2,-1.297000051E0,9.399999678E-2,1.303048015E0
4.429487567E0,2.319999933E-1,-1.506000042E0,-1.220000014E-1,1.528641267E0
4.434468800E0,4.059999883E-1,-1.769999981E0,-4.239999950E-1,1.864808816E0
4.439450106E0,1.350000054E-1,-1.835999966E0,-8.249999881E-1,2.017361112E0
4.444431567E0,1.850000024E-1,-2.213999987E0,-1.187000036E0,2.518926364E0
4.449412800E0,4.329999983E-1,-2.638999939E0,-1.567999959E0,3.100069926E0
4.454394115E0,8.199999928E-1,-2.874000072E0,-1.789000034E0,3.483216549E0
4.459375348E0,1.263000011E0,-2.871999979E0,-2.114000082E0,3.783192997E0
4.464356807E0,1.623999953E0,-2.806999922E0,-2.473999977E0,4.078884688E0
4.469338060E0,1.809000015E0,-2.930999994E0,-2.726000071E0,4.392529841E0
4.474319366E0,1.924999952E0,-3.319999933E0,-2.966000080E0,4.850276368E0
4.479300836E0,2.101999998E0,-3.943000078E0,-3.211999893E0,5.502962559E0
4.484282069E0,2.190000057E0,-4.512000084E0,-3.516999960E0,6.125645576E0
4.489263385E0,2.135999918E0,-4.879000187E0,-3.956000090E0,6.634536546E0
4.494244618E0,1.960999966E0,-5.196000099E0,-4.447999954E0,7.115380629E0
4.499226077E0,1.649999976E0,-5.435999870E0,-4.965000153E0,7.544787673E0
4.504207406E0,1.154999971E0,-5.624000072E0,-5.447999954E0,7.914802919E0
4.509188637E0,5.799999833E-1,-5.739999771E0,-5.801000118E0,8.181417953E0
4.514170096E0,-5.999999866E-2,-5.843999863E0,-6.061999798E0,8.420437990E0
4.519151411E0,-6.409999728E-1,-5.966000080E0,-6.196000099E0,8.625222035E0
4.524132642E0,-1.169999957E0,-5.993000031E0,-6.196000099E0,8.699158953E0
4.529114106E0,-1.585999966E0,-5.902999878E0,-6.046999931E0,8.598081857E0
4.534095339E0,-1.851999998E0,-5.785999775E0,-5.750000000E0,8.364819029E0
4.539076645E0,-1.947999954E0,-5.788000107E0,-5.314000130E0,8.095322504E0
4.544058134E0,-1.942000031E0,-5.887000084E0,-4.664999962E0,7.758244567E0
4.549039367E0,-1.809999943E0,-6.094999790E0,-3.815999985E0,7.415320500E0
4.554020673E0,-1.531999946E0,-6.362999916E0,-2.969000101E0,7.186776285E0
4.559002120E0,-1.223000050E0,-6.632999897E0,-2.319000006E0,7.132333263E0
4.563983353E0,-8.730000257E-1,-6.872000217E0,-1.902999997E0,7.183865604E0
4.568964659E0,-5.350000262E-1,-7.123000145E0,-1.618999958E0,7.324241733E0
4.573945892E0,-2.310000062E-1,-7.342000008E0,-1.274999976E0,7.455464443E0
4.578927351E0,-4.500000179E-2,-7.537000179E0,-9.390000105E-1,7.595401090E0
4.583908690E0,5.499999970E-2,-7.724999905E0,-6.750000119E-1,7.754629169E0
4.588889921E0,1.350000054E-1,-7.866000175E0,-5.379999876E-1,7.885532813E0
4.593871351E0,1.700000018E-1,-8.104999542E0,-5.699999928E-1,8.126796267E0
4.598852584E0,1.599999964E-1,-8.487000465E0,-6.940000057E-1,8.516831154E0
4.603833890E0,8.900000155E-2,-8.828000069E0,-1.001999974E0,8.885128596E0
4.608815112E0,-1.499999966E-2,-9.074999809E0,-1.277999997E0,9.164558393E0
4.613796572E0,-3.129999936E-1,-9.281000137E0,-1.398000002E0,9.390917769E0
4.618777882E0,-8.009999990E-1,-9.376000404E0,-1.529999971E0,9.533723538E0
4.623759079E0,-1.483999968E0,-9.399000168E0,-1.457999945E0,9.626485542E0
4.628740539E0,-2.272000074E0,-9.475000381E0,-1.320000052E0,9.832599692E0
4.633721853E0,-3.029999971E0,-9.677000046E0,-1.059999943E0,1.019552988E1
4.638703083E0,-3.607000113E0,-9.939999580E0,-6.679999828E-1,1.059529450E1
4.643684543E0,-4.027999878E0,-1.025699997E1,-1.729999930E-1,1.102092375E1
4.648665738E0,-4.320000172E0,-1.066800022E1,3.510000110E-1,1.151485264E1
4.653647043E0,-4.559000015E0,-1.115299988E1,8.600000143E-1,1.207946553E1
4.658628505E0,-4.743000031E0,-1.167199993E1,1.496999979E0,1.268749938E1
4.663609719E0,-4.834000111E0,-1.224899960E1,2.203999996E0,1.335152291E1
4.668591024E0,-5.002999783E0,-1.289299965E1,2.845999956E0,1.411946042E1
4.673572486E0,-5.085999966E0,-1.342700005E1,3.767999887E0,1.484417559E1
4.678553704E0,-5.181000233E0,-1.358600044E1,4.877999783E0,1.533678758E1
4.683535010E0,-5.528999805E0,-1.350199986E1,6.147999763E0,1.583261634E1
4.688516242E0,-5.809999943E0,-1.348700047E1,7.064000130E0,1.629586999E1
4.693497702E0,-5.969999790E0,-1.337699986E1,8.782999992E0,1.707999155E1
4.698478935E0,-5.874000072E0,-1.309099960E1,1.045499992E1,1.775345518E1
4.703460255E0,-5.438000202E0,-1.254899979E1,1.178800011E1,1.805564146E1
4.708441717E0,-4.769999981E0,-1.203899956E1,1.302400017E1,1.836613706E1
4.713422950E0,-3.944999933E0,-1.173499966E1,1.503299999E1,1.947471002E1
4.718404255E0,-2.459000111E0,-1.146700001E1,1.564999962E1,1.955661675E1
4.723385488E0,-8.360000253E-1,-1.116600037E1,1.579899979E1,1.936457731E1
4.728366967E0,8.130000234E-1,-1.081700039E1,1.539000034E1,1.882871682E1
4.733348276E0,2.229000092E0,-1.055200005E1,1.424600029E1,1.786789497E1
4.738329507E0,3.125999928E0,-1.056700039E1,1.297500038E1,1.702304343E1
4.743310952E0,2.566999912E0,-1.027499962E1,1.245899963E1,1.635211844E1
4.748292261E0,1.021000028E0,-9.194000244E0,1.268500042E1,1.569972347E1
4.753273492E0,-2.540000081E-1,-8.083000183E0,1.330599976E1,1.557077511E1
4.758254919E0,-1.003000021E0,-7.376999855E0,1.422000027E1,1.605099821E1
4.763236152E0,-1.305999994E0,-6.978000164E0,1.556200027E1,1.710479391E1
4.768217490E0,-1.026000023E0,-6.428999901E0,1.740699959E1,1.858462672E1
4.773198952E0,-2.179999948E-1,-5.813000202E0,1.929800034E1,2.015567692E1
4.778180185E0,1.052000046E0,-5.465000153E0,2.075099945E1,2.148434102E1
4.783161490E0,2.302999973E0,-5.359000206E0,2.186000061E1,2.262481644E1
4.788142952E0,2.884999990E0,-5.316999912E0,2.314299965E1,2.392053816E1
4.793124176E0,2.841000080E0,-5.159999847E0,2.439800072E1,2.509899040E1
4.798105481E0,2.609999895E0,-4.960999966E0,2.536499977E1,2.597704436E1
4.803086714E0,1.873000026E0,-4.793000221E0,2.607900047E1,2.658185934E1
4.808068193E0,3.440000117E-1,-4.574999809E0,2.702400017E1,2.741068303E1
4.813049502E0,-1.449000001E0,-4.100999832E0,2.842000008E1,2.875089920E1
4.818030714E0,-2.401000023E0,-3.427000046E0,2.996400070E1,3.025475944E1
4.823012174E0,-2.154000044E0,-2.930000067E0,3.119099998E1,3.140227853E1
4.827993439E0,-1.320999980E0,-2.790999889E0,3.204499817E1,3.219342524E1
4.832974745E0,-3.249999881E-1,-2.576999903E0,3.284700012E1,3.294953673E1
4.837955964E0,1.011999965E0,-1.940999985E0,3.344800186E1,3.351955330E1
4.842937424E0,3.066999912E0,-1.419000030E0,3.310699844E1,3.327902336E1
4.847918752E0,5.593999863E0,-1.149999976E0,3.159199905E1,3.210404552E1
4.852899983E0,8.383999825E0,-1.304999948E0,3.036700058E1,3.153013165E1
4.857881443E0,1.059599972E1,-1.657999992E0,3.007999992E1,3.193478620E1
4.862862781E0,1.188000011E1,-1.817999959E0,2.970599937E1,3.204506086E1
4.867844012E0,1.270400047E1,-1.493999958E0,3.054700089E1,3.311710928E1
4.872825472E0,1.233899975E1,-9.940000176E-1,3.158600044E1,3.392512896E1
4.877806790E0,1.079800034E1,-1.870000064E-1,3.327000046E1,3.497891809E1
4.882788021E0,8.727000237E0,1.593000054E0,3.508300018E1,3.618722266E1
4.887769481E0,7.265999794E0,4.114999771E0,3.683399963E1,3.776865771E1
4.892750693E0,6.964000225E0,6.247000217E0,3.838100052E1,3.950472771E1
4.897731999E0,7.185999870E0,7.076000214E0,3.868199921E1,3.997506017E1
4.902713461E0,1.602799988E1,6.735000134E0,4.403599930E1,4.734370329E1
4.907694688E0,4.655899811E1,5.373000145E0,7.163600159E1,8.560564326E1
4.912675994E0,-7.073999882E0,1.354399967E1,2.001600075E1,2.518177292E1
4.917657456E0,-2.868000031E0,1.351700020E1,1.347000027E1,1.929703671E1
4.922638698E0,-3.533999920E0,1.434099960E1,1.571000004E1,2.156287379E1
4.927620004E0,1.264000058E0,1.055799961E1,1.154599953E1,1.569646957E1
4.932601237E0,7.157000065E0,4.063000202E0,1.236400032E1,1.485257973E1
4.937582692E0,1.054399967E1,-6.579999924E-1,1.464900017E1,1.806106583E1
4.942564001E0,1.168200016E1,-3.128000021E0,1.518200016E1,1.940996241E1
4.947545222E0,1.097599983E1,-4.223000050E0,1.582699966E1,1.971801765E1
4.952526453E0,7.910999775E0,-2.217999935E0,1.594099998E1,1.793373697E1
4.957507912E0,3.937999964E0,2.302000046E0,1.539599991E1,1.605751728E1
4.962489261E0,1.148000002E0,6.084000111E0,1.545699978E1,1.665087996E1
4.967470492E0,-4.029999971E-1,7.736999989E0,1.554399967E1,1.736777198E1
4.972451912E0,-7.979999781E-1,7.558000088E0,1.593299961E1,1.765278012E1
4.977433222E0,-1.379999965E-1,5.931000233E0,1.690200043E1,1.791294019E1
4.982414453E0,1.031999946E0,4.058000088E0,1.839399910E1,1.886455914E1
4.987395660E0,2.059000015E0,2.836999893E0,1.962000084E1,1.993069197E1
4.992377196E0,2.786000013E0,2.092999935E0,2.063999939E1,2.093208111E1
4.997358429E0,3.056999922E0,1.521999955E0,2.099200058E1,2.126795290E1
5.002339660E0,3.125999928E0,8.859999776E-1,2.124500084E1,2.149202020E1
5.007321119E0,3.607000113E0,1.829999983E-1,2.127000046E1,2.157444920E1
5.012302429E0,4.197999954E0,-4.519999921E-1,2.081500053E1,2.123892076E1
5.017283675E0,4.048999786E0,-1.491999984E0,2.007999992E1,2.053842399E1
5.022265134E0,3.469000101E0,-2.875000000E0,1.961300087E1,2.012385127E1
5.027246396E0,3.109999895E0,-4.282000065E0,1.872500038E1,1.945850105E1
5.032227702E0,2.721999884E0,-5.380000114E0,1.753300095E1,1.854076068E1
5.037209163E0,2.086999893E0,-6.169000149E0,1.622800064E1,1.748599829E1
5.042190381E0,1.391000032E0,-6.675000191E0,1.484200001E1,1.633326277E1
5.047171687E0,8.949999809E-1,-7.160999775E0,1.336200047E1,1.518630960E1
5.052153148E0,1.092000008E0,-7.697000027E0,1.189999962E1,1.421429788E1
5.057134391E0,1.597000003E0,-7.995999813E0,1.097200012E1,1.367008444E1
5.062115697E0,1.483999968E0,-7.255000114E0,1.019999981E1,1.260465306E1
5.067097177E0,5.310000181E-1,-5.798999786E0,9.555999756E0,1.119050896E1
5.072078410E0,-5.929999948E-1,-4.611000061E0,9.369000435E0,1.045902193E1
5.077059716E0,-1.503999949E0,-4.177999973E0,9.538000107E0,1.052098596E1
5.082040934E0,-2.275000095E0,-4.155000210E0,1.019400024E1,1.124087600E1
5.087022393E0,-3.052999973E0,-4.276999950E0,1.142099953E1,1.257190390E1
5.092003703E0,-3.575999975E0,-4.382999897E0,1.246700001E1,1.369030873E1
5.096984934E0,-3.901999950E0,-4.532999992E0,1.320800018E1,1.449913657E1
5.101966393E0,-4.052000046E0,-4.903999805E0,1.352700043E1,1.494816574E1
5.106947714E0,-4.364999771E0,-5.500000000E0,1.327900028E1,1.502115413E1
5.111928945E0,-4.429999828E0,-5.789999962E0,1.316399956E1,1.504791954E1
5.116910175E0,-4.130000114E0,-5.530000210E0,1.263599968E1,1.439813499E1
5.121891712E0,-3.213999987E0,-5.938000202E0,1.211900043E1,1.387298864E1
5.126872949E0,-2.315999985E0,-6.736000061E0,1.170499992E1,1.370199168E1
5.131854180E0,-2.290999889E0,-8.151000023E0,1.126500034E1,1.409211533E1
5.136835716E0,-2.785000086E0,-1.014299965E1,1.040299988E1,1.479388637E1
5.141816930E0,-3.023000002E0,-1.202000046E1,9.371000290E0,1.553816548E1
5.146798389E0,-2.862999916E0,-1.310999966E1,8.361000061E0,1.581060345E1
5.151779622E0,-3.217999935E0,-1.327799988E1,6.701000214E0,1.521723392E1
5.156760928E0,-3.990999937E0,-1.296899986E1,4.903999805E0,1.442817563E1
5.161742161E0,-4.210999966E0,-1.282600021E1,3.440999985E0,1.393123408E1
5.166723620E0,-3.844000101E0,-1.277999973E1,1.715000033E0,1.345533185E1
5.171704853E0,-3.568000078E0,-1.252999973E1,-2.649999857E-1,1.303079978E1
5.176686159E0,-3.454999924E0,-1.214700031E1,-1.986999989E0,1.278416247E1
5.181667663E0,-3.414000034E0,-1.146899986E1,-3.368999958E0,1.243155319E1
5.186648896E0,-3.062999964E0,-1.042599964E1,-4.519999981E0,1.176919016E1
5.191630202E0,-2.509000063E0,-9.366000175E0,-5.190000057E0,1.099786985E1
5.196611687E0,-2.000999928E0,-8.600999832E0,-5.802999973E0,1.056674063E1
5.201592920E0,-2.073999882E0,-7.775000095E0,-5.893000126E0,9.973943677E0
5.206574240E0,-2.178999901E0,-6.807000160E0,-5.701000214E0,9.142466581E0
5.211555701E0,-1.567000031E0,-6.671999931E0,-5.472000122E0,8.770054590E0
5.216536934E0,8.000000380E-3,-7.171999931E0,-4.966000080E0,8.723462834E0
5.221518226E0,1.498999953E0,-7.392000198E0,-4.138999939E0,8.603486984E0
5.226499687E0,2.151000023E0,-6.873000145E0,-3.273999929E0,7.911005475E0
5.231480920E0,2.147000074E0,-6.352000237E0,-2.575999975E0,7.182847082E0
5.236462235E0,1.659000039E0,-6.144999981E0,-2.513000011E0,6.843133416E0
5.241443468E0,9.670000076E-1,-6.241000175E0,-2.963000059E0,6.975997531E0
5.246424913E0,4.790000021E-1,-6.609000206E0,-3.664000034E0,7.571870375E0
5.251406223E0,6.840000153E-1,-7.208000183E0,-4.428999901E0,8.487588750E0
5.256387454E0,1.299999952E0,-7.881000042E0,-5.451000214E0,9.670241200E0
5.261368909E0,1.756000042E0,-8.329999924E0,-6.748000145E0,1.086314599E1
5.266350219E0,1.945999980E0,-8.347000122E0,-8.187999725E0,1.185338207E1
5.271331421E0,1.733999968E0,-7.947999954E0,-9.369000435E0,1.240788573E1
5.276312880E0,1.381999969E0,-7.168000221E0,-9.845000267E0,1.225618951E1
5.281294113E0,9.319999814E-1,-6.420000076E0,-1.003899956E1,1.195267907E1
5.286275414E0,8.000000119E-1,-6.341000080E0,-1.027400017E1,1.209972568E1
5.291256875E0,1.184999943E0,-6.787000179E0,-1.054599953E1,1.259705133E1
5.296238108E0,1.909000039E0,-6.989999771E0,-1.068299961E1,1.290855757E1
5.301219414E0,2.595999956E0,-6.468999863E0,-1.031900024E1,1.245266803E1
5.306200646E0,3.104000092E0,-5.814000130E0,-9.909000397E0,1.190065977E1
5.311182106E0,3.667000055E0,-5.443999767E0,-9.772999763E0,1.177266101E1
5.316163426E0,4.262000084E0,-5.230000019E0,-9.772000313E0,1.187474358E1
5.321144657E0,4.796999931E0,-5.046999931E0,-9.786999702E0,1.201119394E1
5.326126096E0,5.056000233E0,-4.730000019E0,-9.765000343E0,1.197043317E1
5.331107406E0,4.797999859E0,-4.421000004E0,-9.982000351E0,1.192503143E1
5.336088637E0,4.070000172E0,-4.514999866E0,-1.063199997E1,1.224702203E1
5.341070096E0,3.336999893E0,-4.618999958E0,-1.108500004E1,1.246386596E1
5.346051329E0,2.740000010E0,-4.265999794E0,-1.126299953E1,1.235157937E1
5.351032635E0,2.368000031E0,-3.582999945E0,-1.103699970E1,1.184316998E1
5.356014087E0,2.194000006E0,-2.894999981E0,-1.069299984E1,1.129313537E1
5.360995320E0,2.319999933E0,-2.542999983E0,-1.036600018E1,1.092260080E1
5.365976616E0,2.573999882E0,-2.698999882E0,-1.011800003E1,1.078350594E1
5.370957848E0,2.763000011E0,-3.104000092E0,-9.951000214E0,1.078384861E1
5.375939308E0,2.911000013E0,-3.460999966E0,-9.800000191E0,1.079316661E1
5.380920627E0,3.207000017E0,-3.701999903E0,-9.767999649E0,1.092718946E1
5.385901857E0,3.571000099E0,-3.759000063E0,-9.715000153E0,1.101196400E1
5.390883317E0,3.957999945E0,-3.845999956E0,-9.423999786E0,1.092104625E1
5.395864589E0,4.223999977E0,-4.085000038E0,-9.192000389E0,1.090973291E1
5.400845819E0,4.361999989E0,-4.452000141E0,-9.071000099E0,1.100592531E1
5.405827265E0,4.552999973E0,-4.910999775E0,-9.177000046E0,1.136068032E1
5.410808575E0,5.510000229E0,-6.019000053E0,-8.081000328E0,1.148438202E1
5.415789782E0,6.368999958E0,-7.136000156E0,-7.434000015E0,1.211408333E1
5.420771241E0,6.958000183E0,-8.032999992E0,-7.311999798E0,1.289993010E1
5.425752474E0,7.283999920E0,-8.770000458E0,-7.465000153E0,1.362702426E1
5.430733794E0,7.620999813E0,-9.515999794E0,-7.984000206E0,1.457319970E1
5.435715255E0,8.086000443E0,-1.036100006E1,-8.741000175E0,1.578413157E1
5.440696488E0,8.595000267E0,-1.125300026E1,-9.347000122E0,1.696674558E1
5.445677765E0,9.086000443E0,-1.224100018E1,-9.876000404E0,1.816405443E1
5.450659226E0,9.439999580E0,-1.334000015E1,-1.053600025E1,1.944418930E1
5.455640459E0,9.713999748E0,-1.429899979E1,-1.140799999E1,2.071148594E1
5.460621760E0,1.016300011E1,-1.492099953E1,-1.227900028E1,2.183338375E1
5.465603221E0,1.068700027E1,-1.514200020E1,-1.311200047E1,2.270279060E1
5.470584454E0,1.108899975E1,-1.518299961E1,-1.371500015E1,2.327209964E1
5.475565736E0,1.149100018E1,-1.537300014E1,-1.397599983E1,2.374238383E1
5.480547197E0,1.192399979E1,-1.580500031E1,-1.384500027E1,2.415913570E1
5.485528449E0,1.227499962E1,-1.618499947E1,-1.343299961E1,2.435313741E1
5.490509680E0,1.244699955E1,-1.645700073E1,-1.293200016E1,2.435153587E1
5.495491216E0,1.235599995E1,-1.653800011E1,-1.236100006E1,2.406180593E1
5.500472459E0,1.215600014E1,-1.652499962E1,-1.152700043E1,2.353116424E1
5.505453690E0,1.183899975E1,-1.656500053E1,-1.060700035E1,2.295799674E1
5.510435226E0,1.152600002E1,-1.678700066E1,-9.545000076E0,2.248908833E1
5.515416425E0,1.119400024E1,-1.710700035E1,-8.600000381E0,2.217915934E1
5.520397733E0,1.076299953E1,-1.744400024E1,-7.710000038E0,2.189930145E1
5.525378939E0,1.013799953E1,-1.779199982E1,-6.967000008E0,2.163038098E1
5.530360398E0,9.460000038E0,-1.812100029E1,-6.172999859E0,2.135341143E1
5.535341631E0,8.890999794E0,-1.836199951E1,-5.342000008E0,2.108909357E1
5.540322928E0,8.394000053E0,-1.852700043E1,-4.586999893E0,2.085064866E1
5.545304389E0,7.869999886E0,-1.862999916E1,-4.054999828E0,2.062660395E1
5.550285622E0,7.285999775E0,-1.866099930E1,-3.838999987E0,2.039746574E1
5.555266909E0,6.651999950E0,-1.867600060E1,-3.802999973E0,2.018675086E1
5.560248370E0,6.024000168E0,-1.868000031E1,-3.769999981E0,1.998609240E1
5.565229603E0,5.469999790E0,-1.868700027E1,-3.700999975E0,1.981974464E1
5.570210923E0,4.978000164E0,-1.871299934E1,-3.641000032E0,1.970313963E1
5.575192155E0,4.614999771E0,-1.892300034E1,-3.694000006E0,1.982482788E1
5.580173615E0,4.367000103E0,-1.931100082E1,-4.026000023E0,2.020381446E1
5.585154954E0,4.064000130E0,-1.962299919E1,-4.485000134E0,2.053517520E1
5.590136413E0,3.782000065E0,-1.983499908E1,-4.778999805E0,2.075016993E1
5.595117631E0,3.563999891E0,-1.994300079E1,-4.913000107E0,2.084617341E1
5.600098937E0,3.368999958E0,-2.000799942E1,-4.757999897E0,2.084007592E1
5.605080169E0,3.242000103E0,-2.024200058E1,-4.355000019E0,2.095746114E1
5.610061658E0,3.312999964E0,-2.070700073E1,-3.984999895E0,2.134563356E1
5.615042968E0,3.444999933E0,-2.128700066E1,-3.819999933E0,2.189969911E1
5.620024199E0,3.553999901E0,-2.187899971E1,-3.644000053E0,2.246330964E1
5.625005672E0,3.520999908E0,-2.240399933E1,-3.473999977E0,2.294352419E1
5.629986982E0,3.825999975E0,-2.295899963E1,-3.003999949E0,2.346865901E1
5.634968213E0,3.563999891E0,-2.338100052E1,-2.657999992E0,2.379996312E1
5.639949672E0,3.345999956E0,-2.405299950E1,-2.375000000E0,2.440047388E1
5.644930905E0,3.157000065E0,-2.472699928E1,-1.906000018E0,2.500047958E1
5.649912211E0,3.121000051E0,-2.539800072E1,-1.312999964E0,2.562270576E1
5.654893682E0,3.323999882E0,-2.594300079E1,-7.319999933E-1,2.616532227E1
5.659874915E0,3.657999992E0,-2.639900017E1,-1.089999974E-1,2.665145502E1
5.664856231E0,4.073999882E0,-2.684499931E1,4.869999886E-1,2.715674193E1
5.669837463E0,4.587999821E0,-2.737700081E1,1.123000026E0,2.778148745E1
5.674818923E0,5.258999825E0,-2.753100014E1,1.644999981E0,2.807702037E1
5.679800266E0,6.032000065E0,-2.720899963E1,1.993000031E0,2.794077191E1
5.684781496E0,6.695000172E0,-2.678000069E1,2.052999973E0,2.768043123E1
5.689762956E0,7.177000046E0,-2.656200027E1,2.186000109E0,2.760122796E1
5.694744314E0,7.297999859E0,-2.637999916E1,2.686000109E0,2.750235907E1
5.699725544E0,6.879000187E0,-2.640099907E1,3.568000078E0,2.751479638E1
5.704706990E0,6.203000069E0,-2.612500000E1,5.013000011E0,2.731525222E1
5.709688300E0,5.605999947E0,-2.526000023E1,6.906000137E0,2.678036006E1
5.714669531E0,5.229000092E0,-2.387899971E1,8.616000175E0,2.591880646E1
5.719650761E0,4.736000061E0,-2.209499931E1,1.023200035E1,2.480549380E1
5.724632221E0,4.160999775E0,-2.008200073E1,1.144799995E1,2.348738758E1
5.729613559E0,3.857000113E0,-1.832699966E1,1.240299988E1,2.246307576E1
5.734594789E0,4.012000084E0,-1.694400024E1,1.409399986E1,2.240169907E1
5.739576326E0,4.797999859E0,-1.626099968E1,1.681699944E1,2.387995777E1
5.744557569E0,5.572999954E0,-1.595899963E1,1.884300041E1,2.531415932E1
5.749538799E0,5.649000168E0,-1.550500011E1,1.982399940E1,2.579354927E1
5.754520259E0,5.434000015E0,-1.480099964E1,1.914900017E1,2.480488166E1
5.759501588E0,5.630000114E0,-1.424400043E1,1.684600067E1,2.276787624E1
5.764482818E0,5.941999912E0,-1.374899960E1,1.421500015E1,2.064966300E1
5.769464278E0,5.321000099E0,-1.257299995E1,1.216600037E1,1.828674205E1
5.774445607E0,3.921000004E0,-1.112500000E1,1.132299995E1,1.635084689E1
5.779426837E0,2.740999937E0,-1.038000011E1,1.185499954E1,1.599370180E1
5.784408288E0,1.791000009E0,-1.083600044E1,1.410999966E1,1.788067887E1
5.789389598E0,7.500000000E-1,-1.197399998E1,1.817900085E1,2.178107544E1
5.794370828E0,8.539999723E-1,-1.229599953E1,2.284000015E1,2.595354556E1
5.799352288E0,2.490999937E0,-1.194600010E1,2.626199913E1,2.895867050E1
5.804333598E0,4.964000225E0,-1.169400024E1,2.932900047E1,3.196218404E1
5.809314829E0,7.199999809E0,-1.138399982E1,3.147400093E1,3.423518926E1
5.814296278E0,8.597999573E0,-1.052400017E1,3.258200073E1,3.530250626E1
5.819277511E0,9.043999672E0,-9.920000076E0,3.512900162E1,3.760647665E1
5.824258798E0,9.109000206E0,-8.951999664E0,3.671500015E1,3.887291369E1
5.829240259E0,8.560000420E0,-7.631999969E0,3.757699966E1,3.928806351E1
5.834221492E0,7.559000015E0,-6.202000141E0,3.770399857E1,3.895118477E1
5.839202788E0,6.149000168E0,-5.008999825E0,3.716699982E1,3.800376505E1
5.844184249E0,5.177000046E0,-4.066999912E0,3.601900101E1,3.661571044E1
5.849165482E0,4.380000114E0,-3.430000067E0,3.452799988E1,3.497330521E1
5.854146822E0,3.575000048E0,-2.884999990E0,3.398400116E1,3.429309238E1
5.859128283E0,3.382999897E0,-2.121999979E0,3.419400024E1,3.442640302E1
5.864109492E0,4.265999794E0,-8.799999952E-1,3.465200043E1,3.492469453E1
5.869090798E0,6.751999855E0,2.489999980E-1,3.507099915E1,3.571591360E1
5.874072030E0,9.486000061E0,8.719999790E-1,3.558900070E1,3.684184512E1
5.879053480E0,1.180599976E1,1.062000036E0,3.600199890E1,3.790321094E1
5.884034790E0,1.332900047E1,1.294000030E0,3.607899857E1,3.848416333E1
5.889016020E0,1.398499966E1,2.046000004E0,3.590900040E1,3.859044753E1
5.893997466E0,2.549699974E1,3.551000118E0,6.922100067E1,7.385291823E1
5.898978776E0,1.111299992E1,6.054999828E0,3.391799927E1,3.620210580E1
5.903959988E0,1.002000046E1,6.138000011E0,2.709799957E1,2.953602942E1
5.908941447E0,8.347999573E0,5.506000042E0,2.338800049E1,2.543626742E1
5.913922694E0,8.027000427E0,2.897000074E0,2.268499947E1,2.423704904E1
5.918904000E0,8.013999939E0,2.199999988E-2,2.207500076E1,2.348468304E1
5.923885457E0,7.715000153E0,-1.467000008E0,2.090900040E1,2.233516541E1
5.928866690E0,6.717999935E0,-1.700999975E0,1.924699974E1,2.045658630E1
5.933847996E0,5.518000126E0,-1.167999983E0,1.730100060E1,1.819717481E1
5.938829452E0,4.111000061E0,-3.939999938E-1,1.553800011E1,1.607746886E1
5.943810685E0,3.042999983E0,4.799999893E-1,1.425000000E1,1.457918890E1
5.948791991E0,2.562999964E0,1.065999985E0,1.414700031E1,1.441675909E1
5.953773462E0,2.634000063E0,1.156000018E0,1.521800041E1,1.548747329E1
5.958754695E0,2.868000031E0,1.258999944E0,1.541699982E1,1.573195437E1
5.963735981E0,3.134000063E0,9.900000095E-1,1.602599907E1,1.635954469E1
5.968717442E0,3.444000006E0,5.839999914E-1,1.898299980E1,1.930172203E1
5.973698675E0,3.213000059E0,8.579999804E-1,1.962199974E1,1.990181919E1
5.978679981E0,2.726000071E0,1.465000033E0,1.892300034E1,1.917439030E1
5.983661442E0,2.466000080E0,1.807999969E0,1.911499977E1,1.935802770E1
5.988642675E0,2.302000046E0,1.851999998E0,2.037000084E1,2.058314948E1
5.993623967E0,2.155999899E0,8.579999804E-1,2.157699966E1,2.170141502E1
5.998605428E0,1.863000035E0,-1.394000053E0,2.275699997E1,2.287564322E1
6.003586661E0,2.039000034E0,-3.825000048E0,2.347100067E1,2.386788677E1
6.008567967E0,2.417999983E0,-5.257999897E0,2.332299995E1,2.403030615E1
